index,full_date,Event,Location,Latitude,Longitude
1290,3/10/2022,Ridgewood Property Owners and Civic Association Meeting,5914 70 Ave. Ridgewood,40.7010514,-73.8997818
1291,7/23/2021,Queens Community Justice Center Ribbon Cutting Ceremony,148-15 Archer Avenue Queens,40.701197,-73.805544
1292,6/30/2024,BHALO Mela Street Fair,165th street to 169th Street Jamaica,40.7012827,-73.7881379
1293,3/12/2024,Ridgewood Older Adult Center Senior Fraud Presentation,5917 70 Ave. Ridgewood,40.7014251,-73.899814
1294,11/21/2023,104th Precinct Community Council Meeting,8405 78 Ave. Glendale,40.7016662,-73.8842219
1295,5/17/2022,104 Precinct Community Council Meeting,8317 78 Ave Glendale,40.7016662,-73.8842219
1296,8/1/2023,NNO 102,Victory Field Woodhaven Blvd,40.7017557,-73.854018
1297,8/2/2022,NNO 102,Victory Field Woodhaven Blvd,40.7017557,-73.854018
1298,8/6/2021,Al Quba Mosque visit,121-10 Hillside Avenue Richmond Hill,40.701783,-73.829165
1299,3/27/2024,QDA Women's History Month,94-20 Guy R Brewer Blvd Jamaica,40.701806,-73.796002
1300,5/14/2024,103rd Precinct Community Council,94-20 Guy R Brewer Blvd Jamaica,40.701806,-73.796002
1301,6/11/2024,103 Precinct Community Council Meeting,94-20 Guy R Brewer Blvd Jamaica,40.701806,-73.796002
1302,9/12/2023,103rd PCT Meeting,94-20 Guy R Brewer Blvd Jamaica,40.701806,-73.796002
1303,10/10/2023,103 Pct Council meeting,94-20 Guy R Brewer Blvd Jamaica,40.701806,-73.796002
1304,11/14/2023,103 pct Council Meeting,94-20 Guy R Brewer Blvd Jamaica,40.701806,-73.796002
1305,2/6/2022,"Inauguration Ceremony for the Honorable Nantasha Williams NYC Council Member, 27th District",94-20 Guy R Brewer Blvd. Jamaica,40.701806,-73.796002
1306,5/22/2022,NYC Council Speaker Adams 2022 State of the City,94-20 Guy R Brewer Blvd Jamaica,40.701806,-73.796002
1307,5/22/2022,Celebrate Israel Parade,94-20 Guy R Brewer Blvd Jamaica,40.701806,-73.796002
1308,9/3/2021,Senior Month Press Conference - I. Daneek Miller's Office,94-20 Guy R. Brewer Boulevard Jamaica,40.701806,-73.796002
1309,9/20/2022,JFKR Community Outreach Faith Based Leadership Breakfast,144-33 Jamaica Avenue Jamaica,40.70217,-73.810259
1310,8/3/2021,National Night Out 102 PCT,Victory Field,40.70218228,-73.85473444
1311,9/18/2021,Detective Brian Simonsen's Youth Field Day,Queens,40.7022097,-73.8547222
1312,10/28/2023,CM Joann Ariola Fall Festival,,40.70220977,-73.85473154
1313,2/27/2023,Queens County Bar Association - Black History Month,90-35 148th Street Jamaica,40.70231,-73.806897
1314,10/6/2022,Queens County Bar Association Hispanic Heritage Event,9035 148 St. Jamaica,40.70231,-73.806897
1315,1/15/2024,"Living the Dream, It Starts with Me",,40.7023506,-73.8016052
1316,1/20/2020,Jamaica Performing Arts Center,,40.7023506,-73.8016052
1317,6/12/2023,Resource Fair - Queens Family Court,151-20 Jamaica Ave Queens,40.702455,-73.802776
1318,7/22/2021,Youth Connect Tour 2021,150-29 Jamaica Ave Jamaica,40.702487,-73.815316
1319,5/11/2023,Small Business Legislative Cocktail Hour,153-10 Jamaica Avenue Jamaica,40.702508,-73.801757
1320,8/21/2024,Queens Public Library Mobile Office Tabling Event Glendale,78-60 73rd Pl Queens,40.702589,-73.875714
1321,9/4/2021,Girls Set The Ground Rules- 1st Annual Street Festival,177th Street between 106th Avenue,40.70264438,-73.78069709
1322,11/22/2021,Turkey Giveaway - I. Daneek Miller's Office,173-70 106th Avenue Jamaica,40.702722,-73.780995
1323,8/5/2020,Black Lives Matter Block Party for Peace,153rd St.,40.7027438,-73.8022914
1324,8/7/2020,Black Lives Matter Millennial Day,153rd St.,40.7027438,-73.8022914
1325,9/10/2023,Glendale 9/11 Ceremony,and 80th St. Glendale,40.7028337,-73.8677597
1326,9/18/2022,Dry Harbor Playground 9/11 Prayer and Remembrance,& 80th Street Glendale,40.7028337,-73.8677597
1327,9/12/2021,9-11 Memorial Garden 20th Anniversary,,40.70284393,-73.86779342
1328,6/25/2022,Detective Keith Williams Day - NYPD,Liberty Ave,40.7028871,-73.7844531
1329,8/25/2021,Naomi Osaka Tennis Event,,40.7028871,-73.7844531
1330,10/16/2021,Detective Keith Williams Breast Cancer Awareness Event,& 172nd Street Queens,40.7028871,-73.7844531
1331,3/11/2021,103 Build The Block Meeting NCO David,94-20 Guy R Brewer Blvd Jamaica,40.702999,-73.795906
1332,6/17/2023,Summer Family Festival,,40.70302348,-73.78458443
1333,6/8/2021,QDA Press Conference Announcement: Jamaica Merchants Business Improvement Program,9215 Parsons Blvd Queens,40.703094,-73.79991
1334,10/14/2022,Senior Appreciation Morning at the Movies: ���The Woman King�۝,,40.7032317,-73.7997408
1335,1/16/2023,Senator LeRoy Comrie MLK Event,153-10 Jamaica  Avenue,40.70334,-73.800201
1336,10/3/2022,Congressman Gregory Meeks Congressional Clergy and Community Breakfast,153-10 Jamaica Avenue,40.70334,-73.800201
1337,9/12/2020,SouthEast Queens Jam Fest,153-10 Jamaica Ave. OUTDOORS,40.70334,-73.800201
1338,1/24/2024,Induction of Judge Evelyn Gong,89-17 Sutphin Blvd. Jamaica,40.703551,-73.808221
1339,1/23/2024,Peter Cadella Senior Center,68-52 Fresh Pond Road Ridgewood,40.70367,-73.895864
1340,8/6/2024,NNO 103,Blvd.,40.7036801,-73.8039529
1341,8/1/2023,NNO 103,,40.7036801,-73.8039529
1342,8/26/2023,AGAPE - Back To School Bag Giveaway,,40.7036801,-73.8039529
1343,6/24/2022,"4 The Kid, 4 Their Future Youth against Gun Violence",,40.7036801,-73.8039529
1344,8/2/2022,NNO 103,,40.7036801,-73.8039529
1345,9/15/2022,Constitution & Cocktails,"King Manor Museum Rufus King Park, Jamaica and 153rd Street",40.7036801,-73.8039529
1346,8/3/2021,National Night Out 103 PCT,& 153rd St,40.7036801,-73.8039529
1347,12/4/2021,AGAPE Winter Love Festival - Coat Drive,& 153rd St,40.7036801,-73.8039529
1348,12/11/2021,The Community Relations Committee/ AGAPE Bethel Community Development Corporation Christmas Tree Lighting (Rochdale Village),& 153rd St,40.7036801,-73.8039529
1349,12/13/2020,Holiday on the Ave & Community Cleanup,150-29 Rufus King Park,40.7036801,-73.8039529
1350,8/26/2023,Chef Premo & Friends Present - 3rd Annual Farmers Day,109-30 Farmers Blvd Jamaica,40.703685,-73.766591
1351,11/19/2021,Hot Meals for Community - Girls Set the Ground Rules,,40.70369634,-73.80422112
1352,12/21/2021,104 Precinct Community Council Meeting,6852 Fresh Pond Road Ridgewood,40.703719,-73.8960446
1353,4/24/2021,March For Babies 3 Mile Walk,,40.7037439,-73.7991953
1354,3/26/2023,Met Council Passover Distribution at Tomchei Shabbos,12901 Metropolitan Ave. Kew Gardens,40.703897,-73.823301
1355,9/13/2023,Met Council's High Holiday Food Distribution,129-01 Metropolitan Ave Kew Gardens,40.703897,-73.823301
1356,3/21/2021,Tomchei Shabbos of Queens Passover Delivery,129-01 Metropolitan Ave. Kew Gardens,40.703897,-73.823301
1357,4/14/2024,Met Council Passover Food Distribution at Tomchei Shabbos,12901 Metropolitan Ave. Kew Gardens,40.703977,-73.823262
1358,8/6/2024,NNO 102,Blvd.,40.7040481,-73.8460063
1359,6/30/2021,Jamaica Community Partnership Appreciation,(90-40 160th Street Jamaica,40.70418,-73.799562
1360,//20,"Meet & Greet with DI Coleman, CO, 104th Precinct",6402 Catalpa Ave. Ridgewood,40.7042677,-73.8936484
1361,11/14/2023,Theodora G. Jackson Senior Center - Elder Fraud & Elder Abuse Presentations,92-47 165th Street Jamaica,40.70433,-73.79386
1362,8/26/2022,Swag Drop-off at Ridgewood Salvation Army For Backpack Giveaway,69-23 Cypress Street,40.7043986,-73.9018292
1363,2/16/2023,2023 Bangladeshi Textile & General Business Expo,90-40 160th Street Jamaica,40.7044698,-73.7997968
1364,1/14/2022,Alpha Phi Alpha Coat Giveaway Preparation,220-01 Linden Boulevard,40.704592,-73.908247
1365,1/17/2022,No Cold Shoulders - Alpha Phi Alpha Winter Coat Giveaway,220-01 Linden Boulevard,40.704592,-73.908247
1366,11/18/2021,Turkey Giveaway with the Richmond Hill South Ozone Park Lions Club,112-15 Linden Boulevard,40.704592,-73.908247
1367,3/9/2023,Stakeholders Breakfast Life Camp,89-12 Parsons Blvd. Jamaica,40.70487,-73.801417
1368,1/28/2021,103rd PCT Elected Official Round-table : Jamaica/Parsons/Archer Corridor,90-40 161st Street Jamaica,40.705125,-73.799353
1369,10/20/2021,Gunbuy Back Flyering - Jamaica Avenue,161-164th St Jamaica Avenue,40.7051539,-73.795688
1370,3/21/2023,104th Precinct Council Meeting,61-16 68 Ave. Ridgewood,40.7052625,-73.8956793
1371,9/20/2022,104 Precinct Community Council Meeting,6116 68 Ave.,40.7052951,-73.8956868
1372,6/18/2024,104th Precinct Community Council Meeting,6116 68 Ave. Ridgewood,40.7053217,-73.8957016
1373,9/19/2023,104th Precinct Community Council Meeting,6116 68 Ave. Ridgewood,40.7053217,-73.8957016
1374,4/26/2022,104 Precinct Community Council Meeting,6116 68 Ave. Ridgewood,40.7053217,-73.8957016
1375,12/17/2022,Senator Leroy Comrie's 8th Annual Toy Giveaway,89-64 163rd St. Jamaica,40.705322,-73.797329
1376,11/7/2021,Fathers Alive in the Hood Peace March,165th Street and Jamaica Avenue,40.7054648,-73.7948956
1377,3/23/2023,"2nd Annual ""Women Who Lead"" Empowerment and Recognition Reception - Greater Jamaica Development Corporation",89-14 Parsons Blvd Queens,40.705484,-73.801764
1378,12/17/2022,2nd Annual Holiday Toy Giveaway - NYPD Community Affairs,109-89 204th St Jamaica,40.70564,-73.753042
1379,6/5/2024,Elder Fraud Brief,80-02 Second Floor  Kew Gardens,40.705695,-73.8272029
1380,5/16/2023,104 Precinct Community Council,83-17 78th Ave Glendale,40.705813,-73.865309
1381,11/16/2021,104 Precinct Community Council Meeting,8317 78 Ave,40.7058707,-73.86535915
1382,//9,Tree of Life Ribbon Cutting Ceremony - First Presbyterian Church,89-60 164th Street Jamaica,40.705892,-73.796372
1383,1/6/2024,Toy Giveaway,606 Woodward Ave Ridgewood,40.705912,-73.907657
1384,4/16/2024,104th Precinct Community Council,8317 78 Ave. Glendale,40.7059252,-73.8653474
1385,6/13/2023,Community Board 9 Monthly Meeting,6070 Putnam Avenue Ridgewood,40.706131,-73.898071
1386,8/28/2021,Back to school giveaway - We Care Pantry,201-14 Hollis Ave Hollis,40.706337,-73.755729
1387,2/27/2022,Mt. Olivet Baptist Church,20203 Hollis Ave Jamaica,40.706498,-73.755551
1388,8/28/2021,Back to school giveaway - Mt. Olivet Baptist Church,202-03 Hollis Avenue St. Albans,40.706498,-73.755551
1389,3/25/2021,Anti-Asian Hate Crime Press Conference,168-15 Jamaica Avenue,40.706677,-73.791462
1390,10/18/2020,Arya Samaj Temple Visit,150-26 Hillside Avenue Jamaica,40.7066977,-73.8055378
1391,10/18/2020,Gufa Shiv Temple,150-26 Hillside Avenue,40.7066977,-73.8055378
1392,5/13/2024,Darool Ulm Masjid Visit,150-15 Hillside Avenue Jamaica,40.706967,-73.805979
1393,2/6/2024,102 Precinct Council Monthly Meeting,127-15 Kew Gardens Road Kew Gardens,40.70712,-73.824119
1394,7/13/2023,Queens Public Library Hip Hop Card Release Party,89-11 Merrick Blvd Quens,40.707215,-73.795183
1395,6/6/2024,CUNY Pridefest,Kew Garden Hills,40.707316,-73.82462
1396,10/4/2020,Craft Fair Glendale Community Garden,74-10 88th Street Glendale,40.7076023,-73.8647863
1397,10/4/2020,Craft Fair,74-10 88th Street Glendale,40.7076023,-73.8647863
1398,2/16/2024,Tabling event Queens Public Library Central Library,89-11 Merrick Blvd Jamaica,40.707651,-73.795027
1399,2/21/2024,International Language Day,89-11 Merrick Blvd Jamaica,40.707651,-73.795027
1400,10/15/2024,Queens Public Library Annual Health Fair,89-11 Merrick Blvd Jamaica,40.707651,-73.795027
1401,10/7/2023,Queens Public Library Resource Fair,89-11 Merrick Blvd Queens,40.707651,-73.795027
1402,4/20/2022,Gun Buy Back Flyer dopped off,89-11 Merrick Blvd Queens,40.707651,-73.795027
1403,6/14/2022,103 Precinct Community Council Meeting,,40.70772912,-73.79503404
1404,8/31/2023,South Asian & Indo-Caribbean Roundtabel Event on Public Safety,89-11 Merrick Blvd,40.7077875,-73.7947137
1405,4/12/2022,103 Precinct Community Council Meeting,89-11 Merrick Boulevard,40.7077875,-73.7947137
1406,9/13/2022,103 PCT Council Meeting,89-11 Merrick Blvd,40.7077875,-73.7947137
1407,10/11/2022,103rd Precinct Council Meeting,89-11 Merrick Blvd,40.7077875,-73.7947137
1408,3/18/2023,WeRule Women's History Month Celebration,120-29 83rd Avenue Queens,40.708278,-73.831858
1409,8/5/2021,Rep. Grace Meng Mobile Office tabling event,138-65 Queens Blvd Briarwood,40.708731,-73.818175
1410,9/30/2023,Metro Village Forest Hills Community Day,,40.7091027,-73.8428142
1411,11/12/2023,Greater Allen AME Veterans Day Brunch,Cathedral110-31 Merrick Blvd Jamaica,40.709277,-73.796434
1412,2/26/2021,NYPD 105th precinct TEEN meeting,240-15 Jamaica Hillside Avenue,40.7094932,-73.7963663
1413,12/19/2023,From Hate to HOPE,87-41 165th Street Jamaica,40.709583,-73.797895
1414,9/20/2023,112 PCT Council Meeting,107-15 Metropolitan Avenue QUEENS,40.709689,-73.846026
1415,10/18/2023,112 PCT Council Meeting,107-15 Metropolitan Avenue QUEENS,40.709689,-73.846026
1416,11/15/2023,112 PCT Council Meeting,107-15 Metropolitan Avenue QUEENS,40.709689,-73.846026
1417,5/18/2022,112th Community Council Meeting,107-15 Metropolitan Avenue,40.709689,-73.846026
1418,9/21/2022,112th Precicnt Community Council Meeting,107-15 Metropolitan Avenue,40.709689,-73.846026
1419,4/21/2022,Jamaica Muslim Center visit with DA & Governor,85-37 JMC Way Jamaica,40.709827,-73.805954
1420,5/2/2022,Eid-ul Fitr Prayer,85-37 JMC Way Jamaica,40.709827,-73.805954
1421,5/2/2022,Edgemere Civic Association Meeting,85-37 JMC Way Jamaica,40.709827,-73.805954
1422,7/18/2022,Desi Senior Center,85-37 JMC Way Jamaica,40.709827,-73.805954
1423,12/20/2023,112th Precinct Holiday Party,My kitchen- Metropolitan Ave Forest Hills,40.7099894,-73.8464849
1424,2/21/2022,Little Bangladesh Avenue  Street co-naming,169th Street Hillside avenue,40.7103733,-73.7939104
1425,8/27/2022,St. Albans Renaming Ceremony to Archie Spigner Park,111-12 Astoria Blvd,40.7103733,-73.7939104
1426,5/2/2021,Skat Aerobics Exercise Event,"169 St., Merrick Blvd",40.7103733,-73.7939104
1427,11/29/2023,105th Pct Council meeting,105ht Pct Queens Village,40.7106242,-73.7338463
1428,5/13/2023,Projects to Projects - Mother's Day & Baby Essentials Giveaway,178-02 Hillside Avenue,40.710763,-73.784922
1429,1/10/2024,Community Board 5 Meeting,6802 Metropolitan Ave. Middle Village,40.71079,-73.8883534
1430,2/7/2024,Community Board 5 Meeting,6802 Metropolitan Ave. Middle Village,40.71079,-73.8883534
1431,6/12/2024,Community Board 5 Meeting,6802 Metropolitan Ave. Middle Village,40.71079,-73.8883534
1432,9/13/2023,Community Board 5 Monthly Meeting,6802 Metropolitan Ave. Middle Village,40.71079,-73.8883534
1433,10/11/2023,Community Board 5 Monthly Meeting,6802 Metropolitan Ave. Middle Village,40.71079,-73.8883534
1434,11/8/2023,Community Board 5 Meeting,6802 Metropolitan Ave Middle Village,40.71079,-73.8883534
1435,12/13/2023,Community Board 5 Meeting,6802 Metropolitan Ave. Middle Village,40.71079,-73.8883534
1436,10/22/2022,Councilmember Nantasha Williams Fall Family Fun Day,217-60 Hollis Avenue Queens Village,40.710912,-73.740559
1437,6/24/2024,BHALO mural unveiling,169-01 Hillside Avenue Jamaica,40.710951,-73.7928
1438,3/13/2024,Community Board 5 Meeting,6802 Metropolitan Ave. Middle Village,40.7109983,-73.8883903
1439,2/8/2023,Community Board 5 Monthly Meeting,6802 Metropolitan Ave. Middle Village,40.7109983,-73.8883903
1440,4/12/2023,Community Board 5 Monthly Meeting,6802 Metropolitan Ave. Middle Village,40.7109983,-73.8883903
1441,5/10/2023,Community Board 5,6802 Metropolitan Ave. Middle Village,40.7109983,-73.8883903
1442,6/14/2023,Community Board 5 Monthly Meeting,,40.7109983,-73.8883903
1443,8/12/2021,Rep. Grace Meng Mobile Office tabling event,169-15 Hillside Avenue Queens,40.711068,-73.792029
1444,11/3/2022,Kicking It Van-Ess Community Walk and School Visit,91-30 Metropolitan Ave,40.711471,-73.858683
1445,5/24/2023,Community Forum Against Hate,8237 Kew Gardens Road Kew Gardens,40.711519,-73.827698
1446,10/12/2022,Community Board 5 General Meeting,68-02 Metropolitan Avenue Middle Village,40.711687,-73.888219
1447,11/9/2022,Community Board 5 General Meeting,6802 Metropolitan Ave Middle Village,40.711687,-73.888219
1448,1/26/2023,Meeting with Elder Fraud Anna Dao and Antara Kanth,80-02 Kew Gardens Road,40.711757,-73.828899
1449,2/2/2023,China Press Newpaper visit,125-01 Queens Blvd. Kew Gardens,40.71203,-73.825374
1450,8/31/2023,BHALO Back To School Giveaway,172-15 Hillside Avenue Jamaica,40.712041,-73.789775
1451,3/8/2023,Community Board 5 Monthly Meeting,68-02 Metropolitan Ave Middle Village,40.71218,-73.891165
1452,3/27/2024,"DA Meeting with 104th Precinct Commanding Officer, Captain Karam Chowdhury",12501 Queens Blvd.,40.7125112,-73.8258625
1453,12/26/2023,Elder Abuse presentation by Laurie Woods,85-37 168th Street Jamaica,40.712551,-73.795818
1454,12/28/2023,Elder Abuse presentation by Bill Jorgenson,85-37 168th Street Jamaica,40.712551,-73.795818
1455,12/13/2020,Laurelton Farmers Market Holiday Village,224th Street and 141st Road Laurelton,40.712565,-73.729756
1456,6/19/2020,QDA Food Drive,,40.712634,-73.795754
1457,8/28/2020,107 Build the Block Sector C,,40.712634,-73.795754
1458,12/6/2021,Deshi Senior Center,85-37 168th street Jamaica,40.7126419,-73.7957248
1459,4/10/2024,Community Board 5,6202 Metropolitan Ave. Middle Village,40.7126534,-73.8993581
1460,5/8/2024,Community Board 5 Meeting,6202 Metropolitan Ave. Middle Village,40.7126534,-73.8993581
1461,10/25/2023,African American & Clergy Advisory Council Meeting,Webex,40.71276374,-73.82575302
1462,10/31/2023,Jewish Advisory Council Breakfast with US Attorney Breon Peace,,40.71276374,-73.82575302
1463,11/1/2023,South Asian & Indo-Caribbean/AAPI Advisory Council Meeting,,40.71276374,-73.82575302
1464,4/26/2021,"QBP Richards ""One Claire Shulman Way"" Dedication",120-55 Queens Boulevard Kew Gardens,40.712832,-73.827396
1465,10/20/2021,Borough President Richards A Shadow Pandemic: Domestic Violence Awareness Panel and Resource Fair.,120-55 Queens Boulevard (Borough Hall),40.712832,-73.827396
1466,9/12/2021,NAVA Back to School and Food Distribution,,40.71295299,-73.79929726
1467,7/20/2020,Meeting with NYPD Chief of Community Affairs Jeffrey Maddrey and Deputy Commissioner Chauncey Parker,,40.71301023,-73.82555219
1468,9/25/2020,KAAGNY Korea Week Taping,,40.71301023,-73.82555219
1469,3/20/2024,Video Greetings for TBN24,,40.71301653,-73.82560338
1470,2/15/2023,International Mother Language Day Video Message for TBN24,,40.71301653,-73.82560338
1471,4/18/2023,TBN24 Eid video greetings,,40.71301653,-73.82560338
1472,10/19/2023,TBN 24 Interview,,40.71301653,-73.82560338
1473,10/31/2023,Jewish Advisory Council meeting,,40.71301653,-73.82560338
1474,11/1/2023,South Asian Indo-caribean Advisory Council Meeting,,40.71301653,-73.82560338
1475,12/20/2023,TBN24 Video Greeting recording,,40.71301653,-73.82560338
1476,1/26/2022,Holocaust Remembrance Day Taping for Jan. 27 Event,,40.71301653,-73.82560338
1477,9/17/2021,FARA videotaping,,40.71303087,-73.82554396
1478,12/13/2021,South Asians Of New York Ideas That Have Impact Message Taping,,40.71303087,-73.82554396
1479,12/13/2021,Video tap message for TBN 24 50th Victory celebration of Bangladesh,,40.71303087,-73.82554396
1480,4/29/2020,Explorers Program,,40.71303087,-73.82554396
1481,4/30/2020,My Money Workshop,,40.71303087,-73.82554396
1482,2024--19,DAK visit to Saint Demetrios Greek Orthodox Church,84-35 152nd Street Jamaica,40.713172,-73.807831
1483,5/10/2024,India Home Motheres Day Celebration,178-36 Wexford Terrace Jamaica,40.713219,-73.784251
1484,1/26/2021,Meeting with Queens South YCO's,,40.71329662,-73.8260123
1485,12/6/2021,Fraud-Prevention PSA video,,40.7134206,-73.8311542
1486,2/27/2020,Black History Month,,40.7134206,-73.8311542
1487,3/22/2023,PBQ 3rd Annual Cultural Awareness Event,90-02 191 Street Holis,40.713435,-73.769613
1488,8/1/2023,NNO 108,Andrew Grove Park,40.713574,-73.908703
1489,8/2/2022,NNO 108,Andrew Grove Park,40.713574,-73.908703
1490,1/2/2024,DAK swear in ceremony,120-55 Queens Blvd Queens,40.713628,-73.828207
1491,5/10/2023,Community Board 6 Meeting,,40.71369699,-73.82816209
1492,6/14/2023,Community Board 6 Meeting,,40.71369699,-73.82816209
1493,2/5/2020,Lunar New Year Celebration,,40.71369699,-73.82816209
1494,5/21/2020,Memorial Day Event,,40.71369699,-73.82816209
1495,7/2/2020,Peace Letter to South Queens Newspapers,,40.71369699,-73.82816209
1496,9/12/2023,Community Board 9 Monthly Meeting,,40.71369802,-73.82816337
1497,10/10/2023,Community Board 9 Monthly Meeting,,40.71369802,-73.82816337
1498,12/19/2023,Community Board 9 Monthly Meeting,,40.71369802,-73.82816337
1499,1/10/2024,Community Board 6 Meeting,,40.7137004,-73.8281571
1500,2/14/2024,Community Board 6 Meeting,,40.7137004,-73.8281571
1501,2/15/2024,Community Board 9 Monthly Meeting,,40.7137004,-73.8281571
1502,3/12/2024,Community Board 9 Monthly Meeting,,40.7137004,-73.8281571
1503,3/13/2024,Community Board 6 Meeting,,40.7137004,-73.8281571
1504,12/9/2024,Community Board 9 Monthly Meeting,,40.7137004,-73.8281571
1505,4/10/2024,Community Board 6 Meeting,,40.7137004,-73.8281571
1506,5/8/2024,Community Board 6 Meeting,,40.7137004,-73.8281571
1507,5/14/2024,Community Board 9 Monthly Meeting,,40.7137004,-73.8281571
1508,6/11/2024,Community Board 9 Monthly Meeting,,40.7137004,-73.8281571
1509,6/12/2024,Community Board 6 Meeting,,40.7137004,-73.8281571
1510,8/13/2024,QBP Richards Hurricane Task Force Meeting,,40.7137004,-73.8281571
1511,9/11/2024,Community Board 6 Meeting,,40.7137004,-73.8281571
1512,10/9/2024,Community Board 6 Meeting,,40.7137004,-73.8281571
1513,11/13/2024,Community Board 6 Meeting,,40.7137004,-73.8281571
1514,12/11/2024,Community Board 6 Meeting,,40.7137004,-73.8281571
1515,3/16/2023,QBP Bangladesh Independence Day Celebration,,40.7137004,-73.8281571
1516,5/9/2023,Community Board 9 Monthly Meeting,,40.7137004,-73.8281571
1517,6/1/2023,CM Ung Flushing Event,,40.7137004,-73.8281571
1518,9/13/2023,Community Board 6 Meeting,,40.7137004,-73.8281571
1519,10/11/2023,Community Board 6 Meeting,,40.7137004,-73.8281571
1520,11/8/2023,Community Board 6 Meeting,,40.7137004,-73.8281571
1521,11/21/2023,BP Trans Day of Remberance,,40.7137004,-73.8281571
1522,12/11/2023,Queens Borough President's Menorah Lighting,,40.7137004,-73.8281571
1523,12/13/2023,Community Board 6 Meeting,,40.7137004,-73.8281571
1524,5/25/2022,Queens Borough President's Memorial Day Observance Ceremony,,40.7137004,-73.8281571
1525,6/13/2022,Juneteenth Kick-Off/Press Conference,,40.7137004,-73.8281571
1526,11/10/2022,Community Board 9 General Meeting,,40.7137004,-73.8281571
1527,8/2/2021,Black Business Celebration,,40.7137004,-73.8281571
1528,10/1/2021,Keys to Queens,,40.7137004,-73.8281571
1529,12/16/2021,50 year Bangladesh victory celebration,,40.7137004,-73.8281571
1530,1/10/2023,Community Board 9 General Meeting,,40.7137536,-73.8281736
1531,4/24/2023,Eid celebration at Queens Borough President,,40.7137536,-73.8281736
1532,4/27/2023,Crime Victim Event,,40.7137536,-73.8281736
1533,8/14/2023,South Asian Heritage Month Celebration,,40.7137536,-73.8281736
1534,11/17/2023,TLC Community Event and Community Resource Fair,,40.7137536,-73.8281736
1535,4/26/2022,Crime Victims Week Program,,40.7137536,-73.8281736
1536,6/2/2022,Gun Violence Awareness Day Divison Photo,,40.7137536,-73.8281736
1537,11/9/2022,Commuity Board 6 General Board Meetig,,40.7137536,-73.8281736
1538,11/16/2022,2022 QDA Rookie of the Year Announcement Ceremony,,40.7137536,-73.8281736
1539,12/13/2022,Community Board 9 General Meeting,,40.7137536,-73.8281736
1540,4/21/2021,QBP Rally and Press Conference re Chauvin Verdict,,40.7137536,-73.8281736
1541,9/10/2021,9/11 Tribute Ceremony,,40.7137536,-73.8281736
1542,9/23/2021,City Resource Fair - Mayor's Office,,40.7137536,-73.8281736
1543,11/14/2023,QDA Rookie of the Year Event,,40.71376061,-73.82825003
1544,3/8/2022,Community Board 9 General Meeting,,40.71376061,-73.82825003
1545,5/10/2022,Community Board 9 General Meeting,,40.7137695,-73.82820649
1546,5/29/2024,BP's Older Adult Appreciation Luncheon,,40.71379122,-73.82815497
1547,6/13/2024,Queens BP Pride Event,,40.71379122,-73.82815497
1548,5/5/2024,Queens Vet Center Dedication,5005 Metropolitan Avenue,40.7138149,-73.9161457
1549,9/18/2024,Veterans Resurce and Information Event,5005 Metropolitan Ave Ridgewood,40.7138149,-73.9161457
1550,6/5/2024,Kew Gardens Community Center (Senior Center),80-02 Kew Gardens Road Kew Gardens,40.713822,-73.831078
1551,9/21/2022,Queens Community House; Kew Gardens Community Center Visist - Elder Fraud Presentation,80-02 Kew Gardens Kew Gardens,40.713822,-73.831078
1552,6/13/2023,Queens Promotes Peace Conference,,40.71383634,-73.82813615
1553,4/7/2024,Dedication of Torah at Margaret Tietz,164 Chapin Parkway Jamaica Hills,40.713952,-73.801531
1554,5/12/2021,6th Annual Line of Duty Memorial Service PBQS,86-45 Edgerton Blvd Jamaica,40.714254,-73.785654
1555,6/8/2022,8th Annual Line of Duty Memorial Service,86-45   Edgerton,40.7142736,-73.7853629
1556,2/28/2024,Judge Sandra Munoz Induction Ceremony,120-55 Queens Blvd Kew Gardens,40.714304,-73.827263
1557,9/11/2022,Howard Beach 9/11 Candleight Ceremony,100th Street between 159  Avenues Howard Beach,40.714304,-73.827263
1558,12/2/2022,Hamilton Beach Civic Association Christmas Tree Lighting,102-33 Davenport Ct Howard Beach,40.714304,-73.827263
1559,12/3/2022,Howard Beach Christmas Tree Lighting,155th,40.714304,-73.827263
1560,12/5/2022,Queens Borough Board Meeting,120-55 Queens Boulevard Kew,40.714304,-73.827263
1561,8/15/2024,India Home Desi Senior Center Fraud Presentation,Way,40.714531,-73.794435
1562,12/8/2021,Holiday Farewell Party for CM Karen Koslowitz,118-35 Queens Blvd. Forest Hills,40.714554,-73.831459
1563,12/2/2021,Haitian American Veterans Association Food Distribution,209-05 Jamaica Avenue,40.714878,-73.750453
1564,6/20/2023,PS 144 Graduation,6920 Juno St. Forest Hills,40.7150684,-73.8529482
1565,4/13/2023,Hamilton Beach Civic Association,59 Russell Street,40.715148,-73.844128
1566,2021/4/44294,Hamilton Beach Civic Association Meeting,59 Russell Street,40.715148,-73.844128
1567,`/12/20,Briarwood Shelter Toy Donation,,40.71521867,-73.82453253
1568,3/29/2021,103 Precinct Build The Block Meeting Sector C,88-48 193rd Street Hollis,40.715284,-73.7687303
1569,12/9/2020,103 Sector B Build the Block,88-48 193 Street Hollis,40.715284,-73.76867
1570,8/24/2020,Build the Block 103 Sector B,,40.71528827,-73.76866829
